College,Sorority Name,Instagram Handle
"UNLV","Sigma Sigma Sigma",""
"UNLV","Alpha Gamma Delta",""
"UNLV","Zeta Tau Alpha",""
"Ursinus College","Sigma Sigma Sigma",""
"Utah State University","Kappa Delta",""
"Utah State University","Theta Nu Xi",""
"Utah State University","Alpha Chi Omega",""
"Utah State University","",""
"Utah Valley University","Alpha Sigma Alpha",""
"Utica University","Sigma Iota Alpha",""
"Utica University","Theta Phi Alpha",""
"Utica University","Omega Phi Beta",""
"Valdosta State University","Zeta Tau Alpha",""
"Valdosta State University","",""
"Valdosta State University","Kappa Delta",""
"Valdosta State University","Delta Sigma Theta",""
"Valdosta State University","Phi Mu",""
"Valdosta State University","Alpha Delta Pi",""
"Valdosta State University","Alpha Sigma Alpha",""
"Valdosta State University","Alpha Kappa Alpha",""
"Valdosta State University","Sigma Gamma Rho",""
"Valdosta State University","Zeta Phi Beta",""
"Valdosta State University","Sigma Alpha Omega",""
"Valdosta State University","Chi Omega",""
"Valparaiso University","",""
"Valparaiso University","Sigma Lambda Gamma",""
"Valparaiso University","Gamma Phi Beta",""
"Valparaiso University","Delta Delta Delta",""
"Valparaiso University","Pi Beta Phi",""
"Valparaiso University","Kappa Kappa Gamma",""
"Valparaiso University","Chi Omega",""
"Valparaiso University","Kappa Delta",""
"Vanderbilt University","","@vandysigs"
"Vanderbilt University","Alpha Delta Pi",""
"Vanderbilt University","Pi Beta Phi",""
"Vanderbilt University","Kappa Delta",""
"Vanderbilt University","Chi Omega",""
"Vanderbilt University","Zeta Tau Alpha",""
"Vanderbilt University","Alpha Chi Omega",""
"Vanderbilt University","Phi Sigma Rho",""
"Vanderbilt University","Alpha Omicron Pi",""
"Vanderbilt University","Delta Delta Delta",""
"Vanderbilt University","Kappa Alpha Theta",""
"Vanderbilt University","Alpha Kappa Alpha",""
"Vanderbilt University","Delta Sigma Theta",""
"Vanderbilt University","Kappa Kappa Gamma",""
"Vanderbilt University","Delta Gamma",""
"Vanderbilt University","Zeta Phi Beta",""
"Villanova University","Kappa Kappa Gamma",""
"Villanova University","Alpha Kappa Alpha",""
"Villanova University","Kappa Delta",""
"Villanova University","Alpha Delta Pi",""
"Villanova University","Delta Sigma Theta",""
"Villanova University","Lambda Theta Alpha",""
"Villanova University","Pi Beta Phi",""
"Villanova University","Sigma Psi Zeta",""
"Villanova University","Delta Delta Delta",""
"Villanova University","Chi Omega",""
"Villanova University","Alpha Gamma Delta",""
"Villanova University","Delta Gamma",""
"Villanova University","Alpha Phi",""
"Villanova University","Alpha Chi Omega",""
"Villanova University","",""
"Virginia Commonwealth University","Zeta Tau Alpha",""
"Virginia Commonwealth University","Delta Sigma Theta",""
"Virginia Commonwealth University","Sigma Gamma Rho",""
"Virginia Commonwealth University","Alpha Epsilon Phi",""
"Virginia Commonwealth University","Phi Sigma Sigma",""
"Virginia Commonwealth University","Alpha Kappa Alpha",""
"Virginia Commonwealth University","Alpha Omicron Pi",""
"Virginia Commonwealth University","Alpha Gamma Delta",""
"Virginia Commonwealth University","Alpha Sigma Alpha",""
"Virginia Commonwealth University","Alpha Xi Delta",""
"Virginia Commonwealth University","Phi Mu",""
"Virginia Commonwealth University","Sigma Sigma Sigma",""
"Virginia Commonwealth University","Zeta Phi Beta",""
"Virginia Tech","Alpha Delta Pi",""
"Virginia Tech","","@vtechsigmachi"
"Virginia Tech","Delta Zeta",""
"Virginia Tech","Zeta Phi Beta",""
"Virginia Tech","Omega Phi Alpha",""
"Virginia Tech","Alpha Kappa Alpha",""
"Virginia Tech","Sigma Kappa",""
"Virginia Tech","Alpha Sigma Kappa",""
"Virginia Tech","Alpha Omega Epsilon",""
"Virginia Tech","Sigma Gamma Rho",""
"Virginia Tech","Delta Chi Gamma",""
"Virginia Tech","Delta Sigma Theta",""
"Virginia Tech","","@aepivt"
"Virginia Tech","","@agr_vt"
"Virginia Tech","","@vtalphasig"
"Virginia Tech","","@vtatovt"
"Virginia Tech","","@betathepivatech"
"Virginia Tech","","@buxvatech"
"Virginia Tech","","@deltachivt"
"Virginia Tech","","@dlpvt"
"Virginia Tech","","@deltasigvt"
"Virginia Tech","","@duvt"
"Virginia Tech","","@kaovt"
"Virginia Tech","","@kdrvt"
"Virginia Tech","","@lambdachivt"
"Virginia Tech","","@phideltvt"
"Virginia Tech","","@vtfiji"
"Virginia Tech","","@phikappasigmavt"
"Virginia Tech","","@phiktvatech"
"Virginia Tech","","@phipsivt"
"Virginia Tech","","@phisigvt"
"Virginia Tech","","@pikevt"
"Virginia Tech","","@saevt"
"Virginia Tech","","@sigmanuvt"
"Virginia Tech","","@sigmaphideltavt"
"Virginia Tech","","@sigepvt"
"Virginia Tech","","@sigtauvt"
"Virginia Tech","","@tkevt"
"Virginia Tech","","@thetachivt"
"Virginia Tech","","@thetaxivt"
"Virginia Tech","","@tdxvt"
"Virginia Tech","","@trianglevt"
"Virginia Tech","","@zbtvt"
"Virginia Tech","","@zetapsivt"
"Virginia Tech","Alpha Gamma Delta",""
"Virginia Tech","Delta Delta Delta",""
"Virginia Tech","Alpha Phi",""
"Virginia Tech","Kappa Delta",""
"Virginia Tech","Delta Gamma",""
"Virginia Tech","Alpha Chi Omega",""
"Virginia Tech","Chi Omega",""
"Virginia Tech","Pi Beta Phi",""
"Virginia Tech","Kappa Alpha Theta",""
"Virginia Tech","Zeta Tau Alpha",""
"Virginia Tech","Gamma Phi Beta",""
"Virginia Tech","Kappa Kappa Gamma",""
"Wabash College","",""
"Wagner College","Alpha Delta Pi",""
"Wagner College","Alpha Sigma Alpha",""
"Wagner College","Alpha Omicron Pi",""
"Wake Forest University","Alpha Kappa Alpha",""
"Wake Forest University","Delta Xi Phi",""
"Wake Forest University","Delta Sigma Theta",""
"Wake Forest University","Pi Beta Phi",""
"Wake Forest University","Phi Mu",""
"Wake Forest University","","@sigmachideltanu"
"Wake Forest University","Kappa Alpha Theta",""
"Wake Forest University","Kappa Delta",""
"Wake Forest University","Delta Zeta",""
"Wake Forest University","Kappa Beta Gamma",""
"Wake Forest University","Alpha Delta Pi",""
"Wake Forest University","Delta Delta Delta",""
"Wake Forest University","Chi Omega",""
"Wake Forest University","Kappa Kappa Gamma",""
"Washburn University","Delta Gamma",""
"Washburn University","Alpha Phi",""
"Washburn University","Alpha Kappa Alpha",""
"Washburn University","Zeta Tau Alpha",""
"Washburn University","Kappa Alpha Theta",""
"Washington College","Alpha Chi Omega",""
"Washington College","Alpha Kappa Alpha",""
"Washington College","Pi Beta Phi",""
"Washington College","Alpha Delta Pi",""
"Washington College","Kappa Alpha Theta",""
"Washington College","Kappa Kappa Gamma",""
"Washington College","Zeta Tau Alpha",""
"Washington College","Delta Gamma",""
"Washington College","Sigma Kappa",""
"Washington College","Delta Zeta",""
"Washington College","Delta Delta Delta",""
"Washington College","Phi Mu",""
"Washington College","Zeta Phi Beta",""
"Washington College","Phi Sigma Rho",""
"Washington College","Gamma Phi Beta",""
"Washington College","Alpha Omicron Pi",""
"Washington College","Alpha Xi Delta",""
"Washington College","Chi Omega",""
"Washington College","Alpha Phi",""
"Washington College","Alpha Gamma Delta",""
"Washington College","Alpha Epsilon Phi",""
"Washington College","Kappa Delta",""
"Washington College","Delta Sigma Theta",""
"Washington State University","Sigma Kappa",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","Kappa Delta",""
"Washington State University","Pi Beta Phi",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","",""
"Washington State University","Gamma Phi Beta",""
"Washington State University","Alpha Delta Pi",""
"Washington State University","Chi Omega",""
"Washington State University","Alpha Omicron Pi",""
"Washington State University","Alpha Chi Omega",""
"Washington State University","",""
"Washington State University","Delta Gamma",""
"Washington State University","Kappa Alpha Theta",""
"Washington State University","Kappa Kappa Gamma",""
"Washington State University","Alpha Phi",""
"Washington State University","Delta Delta Delta",""
"Washington State University","Alpha Gamma Delta",""
"Washington University in St. Louis","Zeta Phi Beta",""
"Washington University in St. Louis","Delta Gamma",""
"Washington University in St. Louis","Chi Omega",""
"Washington University in St. Louis","Gamma Phi Beta",""
"Washington University in St. Louis","Alpha Omicron Pi",""
"Washington University in St. Louis","Kappa Kappa Gamma",""
"Washington University in St. Louis","Alpha Epsilon Phi",""
"Washington University in St. Louis","Pi Beta Phi",""
"Washington University in St. Louis","Kappa Delta",""
"Washington University in St. Louis","Delta Sigma Theta",""
"Washington University in St. Louis","Alpha Phi",""
"Washington University in St. Louis","Alpha Kappa Alpha",""
"Washington University in St. Louis","Sigma Gamma Rho",""
"Washington University in St. Louis","","@wustlsigmachi"
"Wayne State University","Alpha Epsilon Phi",""
"Wayne State University","Alpha Gamma Delta",""
"Wayne State University","Sigma Gamma Rho",""
"Wayne State University","Alpha Kappa Alpha",""
"Wayne State University","Delta Zeta",""
"Wayne State University","Kappa Delta",""
"Wayne State University","Delta Sigma Theta",""
"Wayne State University","Zeta Phi Beta",""
"Webster University","Delta Phi Epsilon",""
"Wesleyan University","Delta Phi Epsilon",""
"Wesleyan University","Alpha Sigma Alpha",""
"Wesleyan University","Sigma Sigma Sigma",""
"Wesleyan University","Zeta Phi Beta",""
"Wesleyan University","Delta Sigma Theta",""
"Wesleyan University","Sigma Kappa",""
"Wesleyan University","Kappa Delta",""
"Wesleyan University","Alpha Kappa Alpha",""
"Wesleyan University","Alpha Gamma Delta",""
"Wesleyan University","Kappa Kappa Gamma",""
"Wesleyan University","Delta Delta Delta",""
"Wesleyan University","Delta Zeta",""
"Wesleyan University","Alpha Omicron Pi",""
"Wesleyan University","Delta Gamma",""
"Wesleyan University","Kappa Alpha Theta",""
"Wesleyan University","Gamma Phi Beta",""
"Wesleyan University","Alpha Xi Delta",""
"Wesleyan University","Phi Sigma Sigma",""
"West Virginia University","Zeta Tau Alpha",""
"West Virginia University","Alpha Delta Pi",""
"West Virginia University","Delta Zeta",""
"West Virginia University","",""
"West Virginia University","Delta Gamma",""
"West Virginia University","Kappa Kappa Gamma",""
"West Virginia University","Zeta Phi Beta",""
"West Virginia University","Pi Beta Phi",""
"West Virginia University","Alpha Omega Epsilon",""
"West Virginia University","Chi Omega",""
"West Virginia University","Alpha Xi Delta",""
"West Virginia University","Alpha Phi",""
"West Virginia University","Alpha Kappa Alpha",""
"West Virginia University","Alpha Sigma Tau",""
"West Virginia University","Sigma Kappa",""
"West Virginia University","Alpha Omicron Pi",""
"West Virginia University","","@sigmachiwv"
"West Virginia University","Delta Sigma Theta",""
"West Virginia University","Alpha Gamma Delta",""
"Western Carolina University","Alpha Xi Delta",""
"Western Carolina University","Alpha Gamma Delta",""
"Western Carolina University","",""
"Western Carolina University","Delta Zeta",""
"Western Carolina University","Alpha Chi Omega",""
"Western Carolina University","Phi Mu",""
"Western Carolina University","Alpha Kappa Alpha",""
"Western Carolina University","Zeta Phi Beta",""
"Western Carolina University","Delta Sigma Theta",""
"Western Carolina University","Sigma Alpha Omega",""
"Western Carolina University","Sigma Gamma Rho",""
"Western Connecticut State University","",""
"Western Illinois University","",""
"Western Kentucky University","Sigma Gamma Rho",""
"Western Kentucky University","Kappa Delta",""
"Western Kentucky University","Chi Omega",""
"Western Kentucky University","Alpha Gamma Delta",""
"Western Kentucky University","Delta Zeta",""
"Western Kentucky University","Delta Sigma Theta",""
"Western Kentucky University","Alpha Delta Pi",""
"Western Kentucky University","Phi Mu",""
"Western Kentucky University","Alpha Xi Delta",""
"Western Kentucky University","Alpha Omicron Pi",""
"Western Kentucky University","Zeta Phi Beta",""
"Western Kentucky University","Alpha Kappa Alpha",""
"Western Kentucky University","Sigma Kappa",""
"Western Kentucky University","Omega Phi Alpha",""
"Western Michigan University","Alpha Kappa Alpha",""
"Western Michigan University","Sigma Kappa",""
"Western Michigan University","Alpha Omicron Pi",""
"Western Michigan University","Sigma Gamma Rho",""
"Western Michigan University","Pi Beta Phi",""
"Western Michigan University","Chi Omega",""
"Western Michigan University","Alpha Phi",""
"Western Michigan University","Alpha Xi Delta",""
"Western Michigan University","Alpha Chi Omega",""
"Western Michigan University","Delta Sigma Theta",""
"Western Michigan University","Delta Zeta",""
"Western Oregon University","Delta Sigma Theta",""
"Western Oregon University","Kappa Delta Chi",""
"Western University","",""
"Westminster College","Kappa Alpha Theta",""
"Westminster College","Kappa Delta",""
"Westminster College","Zeta Tau Alpha",""
"Westminster College","Sigma Kappa",""
"Westminster College","Alpha Gamma Delta",""
"Westminster College","",""
"Westminster College","Kappa Kappa Gamma",""
"Westminster College","Phi Mu",""
"Whitman College","",""
"Wichita State University","Alpha Phi",""
"Wichita State University","Alpha Kappa Alpha",""
